Tipo de jornada;Grupo de edad;Decil;Periodo;Total
Jornada a tiempo completo;De 25 a 34 años;3;2012;1.115,74
Jornada a tiempo completo;De 25 a 34 años;3;2011;1.129,49
Jornada a tiempo completo;De 25 a 34 años;3;2010;1.142,95
Jornada a tiempo completo;De 25 a 34 años;3;2009;1.118,64
Jornada a tiempo completo;De 25 a 34 años;3;2008;1.113,83
Jornada a tiempo completo;De 25 a 34 años;3;2007;1.061,18
Jornada a tiempo completo;De 25 a 34 años;3;2006;1.005,7
Jornada a tiempo completo;De 25 a 34 años;4;2023;1.629,36
Jornada a tiempo completo;De 25 a 34 años;4;2022;1.525,02
Jornada a tiempo completo;De 25 a 34 años;4;2021;1.455,74
Jornada a tiempo completo;De 25 a 34 años;4;2020;1.424,89
Jornada a tiempo completo;De 25 a 34 años;4;2019;1.418,11
Jornada a tiempo completo;De 25 a 34 años;4;2018;1.356,75
Jornada a tiempo completo;De 25 a 34 años;4;2017;1.325,44
Jornada a tiempo completo;De 25 a 34 años;4;2016;1.326,13
Jornada a tiempo completo;De 25 a 34 años;4;2015;1.311,64
Jornada a tiempo completo;De 25 a 34 años;4;2014;1.312,61
Jornada a tiempo completo;De 25 a 34 años;4;2013;1.315,56
Jornada a tiempo completo;De 25 a 34 años;4;2012;1.321,96
Jornada a tiempo completo;De 25 a 34 años;4;2011;1.311,9
Jornada a tiempo completo;De 25 a 34 años;4;2010;1.316,52
Jornada a tiempo completo;De 25 a 34 años;4;2009;1.290,35
Jornada a tiempo completo;De 25 a 34 años;4;2008;1.267,69
Jornada a tiempo completo;De 25 a 34 años;4;2007;1.203,54
Jornada a tiempo completo;De 25 a 34 años;4;2006;1.146,12
Jornada a tiempo completo;De 25 a 34 años;5;2023;1.835,25
Jornada a tiempo completo;De 25 a 34 años;5;2022;1.709,65
Jornada a tiempo completo;De 25 a 34 años;5;2021;1.650,43
Jornada a tiempo completo;De 25 a 34 años;5;2020;1.607,29
Jornada a tiempo completo;De 25 a 34 años;5;2019;1.592,09
Jornada a tiempo completo;De 25 a 34 años;5;2018;1.543,42
Jornada a tiempo completo;De 25 a 34 años;5;2017;1.494,69
Jornada a tiempo completo;De 25 a 34 años;5;2016;1.493,66
Jornada a tiempo completo;De 25 a 34 años;5;2015;1.492,4
Jornada a tiempo completo;De 25 a 34 años;5;2014;1.503,2
Jornada a tiempo completo;De 25 a 34 años;5;2013;1.501,1
Jornada a tiempo completo;De 25 a 34 años;5;2012;1.486,73
Jornada a tiempo completo;De 25 a 34 años;5;2011;1.486,39
Jornada a tiempo completo;De 25 a 34 años;5;2010;1.476,48
Jornada a tiempo completo;De 25 a 34 años;5;2009;1.442,7
Jornada a tiempo completo;De 25 a 34 años;5;2008;1.411,68
Jornada a tiempo completo;De 25 a 34 años;5;2007;1.337,56
Jornada a tiempo completo;De 25 a 34 años;5;2006;1.268,84
Jornada a tiempo completo;De 25 a 34 años;6;2023;2.067,55
Jornada a tiempo completo;De 25 a 34 años;6;2022;1.908,67
Jornada a tiempo completo;De 25 a 34 años;6;2021;1.867,33
Jornada a tiempo completo;De 25 a 34 años;6;2020;1.813,99
Jornada a tiempo completo;De 25 a 34 años;6;2019;1.790,62
Jornada a tiempo completo;De 25 a 34 años;6;2018;1.747,43
Jornada a tiempo completo;De 25 a 34 años;6;2017;1.697,86
Jornada a tiempo completo;De 25 a 34 años;6;2016;1.697,68
Jornada a tiempo completo;De 25 a 34 años;6;2015;1.700,79
Jornada a tiempo completo;De 25 a 34 años;6;2014;1.715,68
Jornada a tiempo completo;De 25 a 34 años;6;2013;1.702,01
Jornada a tiempo completo;De 25 a 34 años;6;2012;1.686,15
Jornada a tiempo completo;De 25 a 34 años;6;2011;1.679,35
Jornada a tiempo completo;De 25 a 34 años;6;2010;1.669,12
Jornada a tiempo completo;De 25 a 34 años;6;2009;1.625,47
Jornada a tiempo completo;De 25 a 34 años;6;2008;1.572,15
Jornada a tiempo completo;De 25 a 34 años;6;2007;1.491,17
Jornada a tiempo completo;De 25 a 34 años;6;2006;1.418,62
Jornada a tiempo completo;De 25 a 34 años;7;2023;2.355,65
Jornada a tiempo completo;De 25 a 34 años;7;2022;2.174,15
Jornada a tiempo completo;De 25 a 34 años;7;2021;2.154,24
Jornada a tiempo completo;De 25 a 34 años;7;2020;2.105,29
Jornada a tiempo completo;De 25 a 34 años;7;2019;2.057,61
Jornada a tiempo completo;De 25 a 34 años;7;2018;2.015,41
Jornada a tiempo completo;De 25 a 34 años;7;2017;1.964,71
Jornada a tiempo completo;De 25 a 34 años;7;2016;1.971,98
Jornada a tiempo completo;De 25 a 34 años;7;2015;1.960,9
Jornada a tiempo completo;De 25 a 34 años;7;2014;1.992,55
Jornada a tiempo completo;De 25 a 34 años;7;2013;1.979,85
Jornada a tiempo completo;De 25 a 34 años;7;2012;1.941,37
Jornada a tiempo completo;De 25 a 34 años;7;2011;1.931,01
Jornada a tiempo completo;De 25 a 34 años;7;2010;1.914,49
Jornada a tiempo completo;De 25 a 34 años;7;2009;1.867,24
Jornada a tiempo completo;De 25 a 34 años;7;2008;1.794,54
Jornada a tiempo completo;De 25 a 34 años;7;2007;1.702,86
Jornada a tiempo completo;De 25 a 34 años;7;2006;1.633,67
Jornada a tiempo completo;De 25 a 34 años;8;2023;2.788,38
Jornada a tiempo completo;De 25 a 34 años;8;2022;2.600,66
Jornada a tiempo completo;De 25 a 34 años;8;2021;2.553,8
Jornada a tiempo completo;De 25 a 34 años;8;2020;2.544,24
Jornada a tiempo completo;De 25 a 34 años;8;2019;2.453,3
Jornada a tiempo completo;De 25 a 34 años;8;2018;2.420,9
Jornada a tiempo completo;De 25 a 34 años;8;2017;2.357,39
Jornada a tiempo completo;De 25 a 34 años;8;2016;2.340,5
Jornada a tiempo completo;De 25 a 34 años;8;2015;2.347,54
Jornada a tiempo completo;De 25 a 34 años;8;2014;2.386,92
Jornada a tiempo completo;De 25 a 34 años;8;2013;2.360,13
Jornada a tiempo completo;De 25 a 34 años;8;2012;2.295,09
Jornada a tiempo completo;De 25 a 34 años;8;2011;2.301,36
Jornada a tiempo completo;De 25 a 34 años;8;2010;2.299,07
Jornada a tiempo completo;De 25 a 34 años;8;2009;2.241,58
Jornada a tiempo completo;De 25 a 34 años;8;2008;2.143,71
Jornada a tiempo completo;De 25 a 34 años;8;2007;2.044,05
Jornada a tiempo completo;De 25 a 34 años;8;2006;1.961,88
Jornada a tiempo completo;De 25 a 34 años;9;2023;3.370,16
Jornada a tiempo completo;De 25 a 34 años;9;2022;3.159,48
Jornada a tiempo completo;De 25 a 34 años;9;2021;3.122,44
Jornada a tiempo completo;De 25 a 34 años;9;2020;3.104,42
Jornada a tiempo completo;De 25 a 34 años;9;2019;2.989,55
Jornada a tiempo completo;De 25 a 34 años;9;2018;2.957,67
Jornada a tiempo completo;De 25 a 34 años;9;2017;2.927,14
Jornada a tiempo completo;De 25 a 34 años;9;2016;2.879,83
Jornada a tiempo completo;De 25 a 34 años;9;2015;2.911,7
Jornada a tiempo completo;De 25 a 34 años;9;2014;2.910,33
Jornada a tiempo completo;De 25 a 34 años;9;2013;2.874,04
Jornada a tiempo completo;De 25 a 34 años;9;2012;2.805,76
Jornada a tiempo completo;De 25 a 34 años;9;2011;2.809,99
Jornada a tiempo completo;De 25 a 34 años;9;2010;2.809,75
Jornada a tiempo completo;De 25 a 34 años;9;2009;2.780,02
Jornada a tiempo completo;De 25 a 34 años;9;2008;2.654,99
Jornada a tiempo completo;De 25 a 34 años;9;2007;2.535,82
Jornada a tiempo completo;De 25 a 34 años;9;2006;2.430,26
Jornada a tiempo completo;De 25 a 34 años;10;2023;5.037,16
Jornada a tiempo completo;De 25 a 34 años;10;2022;4.590,72
Jornada a tiempo completo;De 25 a 34 años;10;2021;4.950,33
Jornada a tiempo completo;De 25 a 34 años;10;2020;4.794,62
Jornada a tiempo completo;De 25 a 34 años;10;2019;4.333,23
Jornada a tiempo completo;De 25 a 34 años;10;2018;4.574,49
Jornada a tiempo completo;De 25 a 34 años;10;2017;4.486,68
Jornada a tiempo completo;De 25 a 34 años;10;2016;4.394,87
Jornada a tiempo completo;De 25 a 34 años;10;2015;4.357,88
Jornada a tiempo completo;De 25 a 34 años;10;2014;4.444,63
Jornada a tiempo completo;De 25 a 34 años;10;2013;4.323,6
Jornada a tiempo completo;De 25 a 34 años;10;2012;4.447,85
Jornada a tiempo completo;De 25 a 34 años;10;2011;4.300,67
Jornada a tiempo completo;De 25 a 34 años;10;2010;4.160,99
Jornada a tiempo completo;De 25 a 34 años;10;2009;4.248,27
Jornada a tiempo completo;De 25 a 34 años;10;2008;4.086,8
Jornada a tiempo completo;De 25 a 34 años;10;2007;3.534,72
Jornada a tiempo completo;De 25 a 34 años;10;2006;3.582,03
Jornada a tiempo completo;De 35 a 44 años;Total decil;2023;2.466,8
Jornada a tiempo completo;De 35 a 44 años;Total decil;2022;2.354,94
Jornada a tiempo completo;De 35 a 44 años;Total decil;2021;2.309,38
Jornada a tiempo completo;De 35 a 44 años;Total decil;2020;2.231,11
Jornada a tiempo completo;De 35 a 44 años;Total decil;2019;2.214,32
Jornada a tiempo completo;De 35 a 44 años;Total decil;2018;2.220,89
Jornada a tiempo completo;De 35 a 44 años;Total decil;2017;2.156,04
Jornada a tiempo completo;De 35 a 44 años;Total decil;2016;2.116,46
Jornada a tiempo completo;De 35 a 44 años;Total decil;2015;2.169,35
Jornada a tiempo completo;De 35 a 44 años;Total decil;2014;2.191,53
Jornada a tiempo completo;De 35 a 44 años;Total decil;2013;2.170,56
Jornada a tiempo completo;De 35 a 44 años;Total decil;2012;2.125,06
Jornada a tiempo completo;De 35 a 44 años;Total decil;2011;2.083,45
Jornada a tiempo completo;De 35 a 44 años;Total decil;2010;2.045,39
Jornada a tiempo completo;De 35 a 44 años;Total decil;2009;2.065,95
Jornada a tiempo completo;De 35 a 44 años;Total decil;2008;2.023,66
Jornada a tiempo completo;De 35 a 44 años;Total decil;2007;1.860,81
Jornada a tiempo completo;De 35 a 44 años;Total decil;2006;1.763,83
Jornada a tiempo completo;De 35 a 44 años;1;2023;929,51
Jornada a tiempo completo;De 35 a 44 años;1;2022;876,97
Jornada a tiempo completo;De 35 a 44 años;1;2021;787,44
Jornada a tiempo completo;De 35 a 44 años;1;2020;758,21
Jornada a tiempo completo;De 35 a 44 años;1;2019;739,05
Jornada a tiempo completo;De 35 a 44 años;1;2018;681,01
Jornada a tiempo completo;De 35 a 44 años;1;2017;643,99
Jornada a tiempo completo;De 35 a 44 años;1;2016;637,48
Jornada a tiempo completo;De 35 a 44 años;1;2015;613,5
Jornada a tiempo completo;De 35 a 44 años;1;2014;586,22
Jornada a tiempo completo;De 35 a 44 años;1;2013;557,35
Jornada a tiempo completo;De 35 a 44 años;1;2012;583,65
Jornada a tiempo completo;De 35 a 44 años;1;2011;603,55
Jornada a tiempo completo;De 35 a 44 años;1;2010;628,98
Jornada a tiempo completo;De 35 a 44 años;1;2009;625,67
Jornada a tiempo completo;De 35 a 44 años;1;2008;654,92
Jornada a tiempo completo;De 35 a 44 años;1;2007;621,51
Jornada a tiempo completo;De 35 a 44 años;1;2006;572,3
Jornada a tiempo completo;De 35 a 44 años;2;2023;1.231,33
Jornada a tiempo completo;De 35 a 44 años;2;2022;1.160,04
Jornada a tiempo completo;De 35 a 44 años;2;2021;1.060,74
Jornada a tiempo completo;De 35 a 44 años;2;2020;1.025,82
Jornada a tiempo completo;De 35 a 44 años;2;2019;1.014,73
Jornada a tiempo completo;De 35 a 44 años;2;2018;927,69
Jornada a tiempo completo;De 35 a 44 años;2;2017;888,63
Jornada a tiempo completo;De 35 a 44 años;2;2016;883,09
Jornada a tiempo completo;De 35 a 44 años;2;2015;852,64
Jornada a tiempo completo;De 35 a 44 años;2;2014;843,11
Jornada a tiempo completo;De 35 a 44 años;2;2013;853,67
Jornada a tiempo completo;De 35 a 44 años;2;2012;881,83
Jornada a tiempo completo;De 35 a 44 años;2;2011;885,93
Jornada a tiempo completo;De 35 a 44 años;2;2010;911,3
Jornada a tiempo completo;De 35 a 44 años;2;2009;890,78
Jornada a tiempo completo;De 35 a 44 años;2;2008;905,8
Jornada a tiempo completo;De 35 a 44 años;2;2007;866,64
Jornada a tiempo completo;De 35 a 44 años;2;2006;806,6
Jornada a tiempo completo;De 35 a 44 años;3;2023;1.437,6
Jornada a tiempo completo;De 35 a 44 años;3;2022;1.342,27
Jornada a tiempo completo;De 35 a 44 años;3;2021;1.259,51
Jornada a tiempo completo;De 35 a 44 años;3;2020;1.237,18
Jornada a tiempo completo;De 35 a 44 años;3;2019;1.227,69
Jornada a tiempo completo;De 35 a 44 años;3;2018;1.161,28
Jornada a tiempo completo;De 35 a 44 años;3;2017;1.125,94
Jornada a tiempo completo;De 35 a 44 años;3;2016;1.115,8
Jornada a tiempo completo;De 35 a 44 años;3;2015;1.105,96
Jornada a tiempo completo;De 35 a 44 años;3;2014;1.108
Jornada a tiempo completo;De 35 a 44 años;3;2013;1.110,84
Jornada a tiempo completo;De 35 a 44 años;3;2012;1.120,55
Jornada a tiempo completo;De 35 a 44 años;3;2011;1.130,6
Jornada a tiempo completo;De 35 a 44 años;3;2010;1.139,8
Jornada a tiempo completo;De 35 a 44 años;3;2009;1.119,27
Jornada a tiempo completo;De 35 a 44 años;3;2008;1.112,81
Jornada a tiempo completo;De 35 a 44 años;3;2007;1.066,59
Jornada a tiempo completo;De 35 a 44 años;3;2006;1.011,21
Jornada a tiempo completo;De 35 a 44 años;4;2023;1.633,42
Jornada a tiempo completo;De 35 a 44 años;4;2022;1.527,84
Jornada a tiempo completo;De 35 a 44 años;4;2021;1.456,64
Jornada a tiempo completo;De 35 a 44 años;4;2020;1.420,09
Jornada a tiempo completo;De 35 a 44 años;4;2019;1.421,53
Jornada a tiempo completo;De 35 a 44 años;4;2018;1.356,24
Jornada a tiempo completo;De 35 a 44 años;4;2017;1.321,68
Jornada a tiempo completo;De 35 a 44 años;4;2016;1.324,19
Jornada a tiempo completo;De 35 a 44 años;4;2015;1.316,02
Jornada a tiempo completo;De 35 a 44 años;4;2014;1.316,62
Jornada a tiempo completo;De 35 a 44 años;4;2013;1.322,15
Jornada a tiempo completo;De 35 a 44 años;4;2012;1.322,96
Jornada a tiempo completo;De 35 a 44 años;4;2011;1.313,66
Jornada a tiempo completo;De 35 a 44 años;4;2010;1.316,81
Jornada a tiempo completo;De 35 a 44 años;4;2009;1.291,52
Jornada a tiempo completo;De 35 a 44 años;4;2008;1.268,04
Jornada a tiempo completo;De 35 a 44 años;4;2007;1.205,48
Jornada a tiempo completo;De 35 a 44 años;4;2006;1.142,96
Jornada a tiempo completo;De 35 a 44 años;5;2023;1.839,13
Jornada a tiempo completo;De 35 a 44 años;5;2022;1.707,38
Jornada a tiempo completo;De 35 a 44 años;5;2021;1.653,14
Jornada a tiempo completo;De 35 a 44 años;5;2020;1.609,41
Jornada a tiempo completo;De 35 a 44 años;5;2019;1.594,33
Jornada a tiempo completo;De 35 a 44 años;5;2018;1.544,89
Jornada a tiempo completo;De 35 a 44 años;5;2017;1.497,46
Jornada a tiempo completo;De 35 a 44 años;5;2016;1.495,31
Jornada a tiempo completo;De 35 a 44 años;5;2015;1.501,29
Jornada a tiempo completo;De 35 a 44 años;5;2014;1.505,36
Jornada a tiempo completo;De 35 a 44 años;5;2013;1.502,31
Jornada a tiempo completo;De 35 a 44 años;5;2012;1.496,88
Jornada a tiempo completo;De 35 a 44 años;5;2011;1.484,22
Jornada a tiempo completo;De 35 a 44 años;5;2010;1.479,37
Jornada a tiempo completo;De 35 a 44 años;5;2009;1.443,94
Jornada a tiempo completo;De 35 a 44 años;5;2008;1.410,21
Jornada a tiempo completo;De 35 a 44 años;5;2007;1.336,75
Jornada a tiempo completo;De 35 a 44 años;5;2006;1.270,57
Jornada a tiempo completo;De 35 a 44 años;6;2023;2.058,14
Jornada a tiempo completo;De 35 a 44 años;6;2022;1.911,53
Jornada a tiempo completo;De 35 a 44 años;6;2021;1.864,63
Jornada a tiempo completo;De 35 a 44 años;6;2020;1.817,83
Jornada a tiempo completo;De 35 a 44 años;6;2019;1.792,74
Jornada a tiempo completo;De 35 a 44 años;6;2018;1.757,79
Jornada a tiempo completo;De 35 a 44 años;6;2017;1.696,56
Jornada a tiempo completo;De 35 a 44 años;6;2016;1.703,72
Jornada a tiempo completo;De 35 a 44 años;6;2015;1.704,12
Jornada a tiempo completo;De 35 a 44 años;6;2014;1.716,53
Jornada a tiempo completo;De 35 a 44 años;6;2013;1.701,75
Jornada a tiempo completo;De 35 a 44 años;6;2012;1.687,01
Jornada a tiempo completo;De 35 a 44 años;6;2011;1.676,97
Jornada a tiempo completo;De 35 a 44 años;6;2010;1.665,02
Jornada a tiempo completo;De 35 a 44 años;6;2009;1.627,7
Jornada a tiempo completo;De 35 a 44 años;6;2008;1.581,79
Jornada a tiempo completo;De 35 a 44 años;6;2007;1.491,31
Jornada a tiempo completo;De 35 a 44 años;6;2006;1.418,95
Jornada a tiempo completo;De 35 a 44 años;7;2023;2.351,54
Jornada a tiempo completo;De 35 a 44 años;7;2022;2.179,03
Jornada a tiempo completo;De 35 a 44 años;7;2021;2.141,57
Jornada a tiempo completo;De 35 a 44 años;7;2020;2.106,27
Jornada a tiempo completo;De 35 a 44 años;7;2019;2.053,6
Jornada a tiempo completo;De 35 a 44 años;7;2018;2.017,32
Jornada a tiempo completo;De 35 a 44 años;7;2017;1.970,35
Jornada a tiempo completo;De 35 a 44 años;7;2016;1.971,6
Jornada a tiempo completo;De 35 a 44 años;7;2015;1.964,39
Jornada a tiempo completo;De 35 a 44 años;7;2014;2.000,05
Jornada a tiempo completo;De 35 a 44 años;7;2013;1.979,22
Jornada a tiempo completo;De 35 a 44 años;7;2012;1.944,45
Jornada a tiempo completo;De 35 a 44 años;7;2011;1.921,42
Jornada a tiempo completo;De 35 a 44 años;7;2010;1.915,05
Jornada a tiempo completo;De 35 a 44 años;7;2009;1.871,72
Jornada a tiempo completo;De 35 a 44 años;7;2008;1.795,43
Jornada a tiempo completo;De 35 a 44 años;7;2007;1.705,19
Jornada a tiempo completo;De 35 a 44 años;7;2006;1.625,23
Jornada a tiempo completo;De 35 a 44 años;8;2023;2.785,18
Jornada a tiempo completo;De 35 a 44 años;8;2022;2.590,11
Jornada a tiempo completo;De 35 a 44 años;8;2021;2.565,03
Jornada a tiempo completo;De 35 a 44 años;8;2020;2.543,85
Jornada a tiempo completo;De 35 a 44 años;8;2019;2.446,05
Jornada a tiempo completo;De 35 a 44 años;8;2018;2.427,47
Jornada a tiempo completo;De 35 a 44 años;8;2017;2.368,38
Jornada a tiempo completo;De 35 a 44 años;8;2016;2.359,74
Jornada a tiempo completo;De 35 a 44 años;8;2015;2.386,37
Jornada a tiempo completo;De 35 a 44 años;8;2014;2.385,66
Jornada a tiempo completo;De 35 a 44 años;8;2013;2.366,07
Jornada a tiempo completo;De 35 a 44 años;8;2012;2.307,14
Jornada a tiempo completo;De 35 a 44 años;8;2011;2.292,7
Jornada a tiempo completo;De 35 a 44 años;8;2010;2.288,47
Jornada a tiempo completo;De 35 a 44 años;8;2009;2.248,99
Jornada a tiempo completo;De 35 a 44 años;8;2008;2.138,99
Jornada a tiempo completo;De 35 a 44 años;8;2007;2.041,46
Jornada a tiempo completo;De 35 a 44 años;8;2006;1.958,48
Jornada a tiempo completo;De 35 a 44 años;9;2023;3.378,7
Jornada a tiempo completo;De 35 a 44 años;9;2022;3.167,72
Jornada a tiempo completo;De 35 a 44 años;9;2021;3.136,64
Jornada a tiempo completo;De 35 a 44 años;9;2020;3.139,9
Jornada a tiempo completo;De 35 a 44 años;9;2019;3.028,32
Jornada a tiempo completo;De 35 a 44 años;9;2018;3.000,41
Jornada a tiempo completo;De 35 a 44 años;9;2017;2.941,72
Jornada a tiempo completo;De 35 a 44 años;9;2016;2.912,79
Jornada a tiempo completo;De 35 a 44 años;9;2015;2.948,53
Jornada a tiempo completo;De 35 a 44 años;9;2014;2.928,72
Jornada a tiempo completo;De 35 a 44 años;9;2013;2.893,09
Jornada a tiempo completo;De 35 a 44 años;9;2012;2.841,15
Jornada a tiempo completo;De 35 a 44 años;9;2011;2.832,36
Jornada a tiempo completo;De 35 a 44 años;9;2010;2.839,75
Jornada a tiempo completo;De 35 a 44 años;9;2009;2.824,25
Jornada a tiempo completo;De 35 a 44 años;9;2008;2.705,59
Jornada a tiempo completo;De 35 a 44 años;9;2007;2.580,34
Jornada a tiempo completo;De 35 a 44 años;9;2006;2.445,85
