tipo_de_jornada,grupo_de_edad,decil,año,total
Jornada a tiempo parcial,De 16 a 24 años,6,2015,1631.87
Jornada a tiempo parcial,De 16 a 24 años,6,2014,1724.49
Jornada a tiempo parcial,De 16 a 24 años,6,2013,1705.85
Jornada a tiempo parcial,De 16 a 24 años,6,2012,1663.35
Jornada a tiempo parcial,De 16 a 24 años,6,2011,1668.47
Jornada a tiempo parcial,De 16 a 24 años,6,2010,1699.27
Jornada a tiempo parcial,De 16 a 24 años,6,2009,1649.34
Jornada a tiempo parcial,De 16 a 24 años,6,2008,1567.88
Jornada a tiempo parcial,De 16 a 24 años,6,2007,1486.55
Jornada a tiempo parcial,De 16 a 24 años,6,2006,1428.19
Jornada a tiempo parcial,De 16 a 24 años,7,2023,2365.95
Jornada a tiempo parcial,De 16 a 24 años,7,2022,2058.97
Jornada a tiempo parcial,De 16 a 24 años,7,2021,2211.43
Jornada a tiempo parcial,De 16 a 24 años,7,2020,2150.01
Jornada a tiempo parcial,De 16 a 24 años,7,2019,2060.97
Jornada a tiempo parcial,De 16 a 24 años,7,2018,1951.53
Jornada a tiempo parcial,De 16 a 24 años,7,2017,1884.73
Jornada a tiempo parcial,De 16 a 24 años,7,2015,2018.99
Jornada a tiempo parcial,De 16 a 24 años,7,2014,1845.9
Jornada a tiempo parcial,De 16 a 24 años,7,2013,1903.6
Jornada a tiempo parcial,De 16 a 24 años,7,2012,2009.05
Jornada a tiempo parcial,De 16 a 24 años,7,2011,1904.42
Jornada a tiempo parcial,De 16 a 24 años,7,2010,1953.28
Jornada a tiempo parcial,De 16 a 24 años,7,2009,1842.91
Jornada a tiempo parcial,De 16 a 24 años,7,2008,1771.32
Jornada a tiempo parcial,De 16 a 24 años,7,2006,1598.94
Jornada a tiempo parcial,De 16 a 24 años,8,2022,2683.74
Jornada a tiempo parcial,De 16 a 24 años,8,2021,2358.71
Jornada a tiempo parcial,De 16 a 24 años,8,2019,2361.39
Jornada a tiempo parcial,De 16 a 24 años,8,2016,2364.4
Jornada a tiempo parcial,De 16 a 24 años,8,2015,2273.76
Jornada a tiempo parcial,De 16 a 24 años,8,2014,2530.41
Jornada a tiempo parcial,De 16 a 24 años,8,2011,2129.45
Jornada a tiempo parcial,De 16 a 24 años,8,2010,2214.25
Jornada a tiempo parcial,De 16 a 24 años,8,2009,2307.43
Jornada a tiempo parcial,De 16 a 24 años,8,2008,2098.59
Jornada a tiempo parcial,De 16 a 24 años,8,2007,2036.83
Jornada a tiempo parcial,De 16 a 24 años,8,2006,1943.83
Jornada a tiempo parcial,De 16 a 24 años,9,2023,3060.91
Jornada a tiempo parcial,De 16 a 24 años,9,2021,2831.47
Jornada a tiempo parcial,De 16 a 24 años,9,2020,3315.09
Jornada a tiempo parcial,De 16 a 24 años,9,2019,2737.5
Jornada a tiempo parcial,De 16 a 24 años,9,2012,2578.63
Jornada a tiempo parcial,De 16 a 24 años,9,2011,2563.7
Jornada a tiempo parcial,De 16 a 24 años,9,2009,2733.67
Jornada a tiempo parcial,De 16 a 24 años,9,2008,2909.57
Jornada a tiempo parcial,De 16 a 24 años,9,2007,2601.85
Jornada a tiempo parcial,De 16 a 24 años,9,2006,2356.67
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2023,938.52
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2022,897.62
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2021,842.28
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2020,775.7
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2019,824.14
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2018,752.55
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2017,736.48
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2016,741.71
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2015,706.64
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2014,702.68
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2013,695.99
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2012,695.32
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2011,727.59
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2010,742.21
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2009,748.1
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2008,705.45
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2007,686.87
Jornada a tiempo parcial,De 25 a 34 años,Total decil,2006,677.29
Jornada a tiempo parcial,De 25 a 34 años,1,2023,660.83
Jornada a tiempo parcial,De 25 a 34 años,1,2022,628.17
Jornada a tiempo parcial,De 25 a 34 años,1,2021,573.47
Jornada a tiempo parcial,De 25 a 34 años,1,2020,511.72
Jornada a tiempo parcial,De 25 a 34 años,1,2019,543.43
Jornada a tiempo parcial,De 25 a 34 años,1,2018,482.3
Jornada a tiempo parcial,De 25 a 34 años,1,2017,461.2
Jornada a tiempo parcial,De 25 a 34 años,1,2016,469.95
Jornada a tiempo parcial,De 25 a 34 años,1,2015,427.27
Jornada a tiempo parcial,De 25 a 34 años,1,2014,414.83
Jornada a tiempo parcial,De 25 a 34 años,1,2013,405.62
Jornada a tiempo parcial,De 25 a 34 años,1,2012,420.58
Jornada a tiempo parcial,De 25 a 34 años,1,2011,465.25
Jornada a tiempo parcial,De 25 a 34 años,1,2010,474.44
Jornada a tiempo parcial,De 25 a 34 años,1,2009,498.89
Jornada a tiempo parcial,De 25 a 34 años,1,2008,483.92
Jornada a tiempo parcial,De 25 a 34 años,1,2007,472.37
Jornada a tiempo parcial,De 25 a 34 años,1,2006,465.34
Jornada a tiempo parcial,De 25 a 34 años,2,2023,1134.97
Jornada a tiempo parcial,De 25 a 34 años,2,2022,1069.46
Jornada a tiempo parcial,De 25 a 34 años,2,2021,984.6
Jornada a tiempo parcial,De 25 a 34 años,2,2020,949.13
Jornada a tiempo parcial,De 25 a 34 años,2,2019,952.18
Jornada a tiempo parcial,De 25 a 34 años,2,2018,872.7
Jornada a tiempo parcial,De 25 a 34 años,2,2017,842.03
Jornada a tiempo parcial,De 25 a 34 años,2,2016,826.55
Jornada a tiempo parcial,De 25 a 34 años,2,2015,808.94
Jornada a tiempo parcial,De 25 a 34 años,2,2014,793.28
Jornada a tiempo parcial,De 25 a 34 años,2,2013,781.05
Jornada a tiempo parcial,De 25 a 34 años,2,2012,805.02
Jornada a tiempo parcial,De 25 a 34 años,2,2011,828.29
Jornada a tiempo parcial,De 25 a 34 años,2,2010,858.93
Jornada a tiempo parcial,De 25 a 34 años,2,2009,838.08
Jornada a tiempo parcial,De 25 a 34 años,2,2008,856.21
Jornada a tiempo parcial,De 25 a 34 años,2,2007,819.13
Jornada a tiempo parcial,De 25 a 34 años,2,2006,769.71
Jornada a tiempo parcial,De 25 a 34 años,3,2023,1423.63
Jornada a tiempo parcial,De 25 a 34 años,3,2022,1338.1
Jornada a tiempo parcial,De 25 a 34 años,3,2021,1240.34
Jornada a tiempo parcial,De 25 a 34 años,3,2020,1224.34
Jornada a tiempo parcial,De 25 a 34 años,3,2019,1213.76
Jornada a tiempo parcial,De 25 a 34 años,3,2018,1137.98
Jornada a tiempo parcial,De 25 a 34 años,3,2017,1114.0
Jornada a tiempo parcial,De 25 a 34 años,3,2016,1099.43
Jornada a tiempo parcial,De 25 a 34 años,3,2015,1085.95
Jornada a tiempo parcial,De 25 a 34 años,3,2014,1081.44
Jornada a tiempo parcial,De 25 a 34 años,3,2013,1080.84
Jornada a tiempo parcial,De 25 a 34 años,3,2012,1117.3
Jornada a tiempo parcial,De 25 a 34 años,3,2011,1118.29
Jornada a tiempo parcial,De 25 a 34 años,3,2010,1129.38
Jornada a tiempo parcial,De 25 a 34 años,3,2009,1124.97
Jornada a tiempo parcial,De 25 a 34 años,3,2008,1121.37
Jornada a tiempo parcial,De 25 a 34 años,3,2007,1027.43
Jornada a tiempo parcial,De 25 a 34 años,3,2006,996.59
Jornada a tiempo parcial,De 25 a 34 años,4,2023,1634.45
Jornada a tiempo parcial,De 25 a 34 años,4,2022,1510.34
Jornada a tiempo parcial,De 25 a 34 años,4,2021,1460.53
Jornada a tiempo parcial,De 25 a 34 años,4,2020,1426.95
Jornada a tiempo parcial,De 25 a 34 años,4,2019,1420.42
Jornada a tiempo parcial,De 25 a 34 años,4,2018,1354.37
Jornada a tiempo parcial,De 25 a 34 años,4,2017,1313.3
Jornada a tiempo parcial,De 25 a 34 años,4,2016,1318.05
Jornada a tiempo parcial,De 25 a 34 años,4,2015,1304.06
Jornada a tiempo parcial,De 25 a 34 años,4,2014,1308.22
Jornada a tiempo parcial,De 25 a 34 años,4,2013,1309.76
Jornada a tiempo parcial,De 25 a 34 años,4,2012,1311.54
Jornada a tiempo parcial,De 25 a 34 años,4,2011,1292.08
Jornada a tiempo parcial,De 25 a 34 años,4,2010,1302.66
Jornada a tiempo parcial,De 25 a 34 años,4,2009,1283.41
Jornada a tiempo parcial,De 25 a 34 años,4,2008,1244.88
Jornada a tiempo parcial,De 25 a 34 años,4,2007,1205.17
Jornada a tiempo parcial,De 25 a 34 años,4,2006,1131.66
Jornada a tiempo parcial,De 25 a 34 años,5,2023,1828.34
Jornada a tiempo parcial,De 25 a 34 años,5,2022,1753.63
Jornada a tiempo parcial,De 25 a 34 años,5,2021,1675.66
Jornada a tiempo parcial,De 25 a 34 años,5,2020,1628.07
Jornada a tiempo parcial,De 25 a 34 años,5,2019,1566.32
Jornada a tiempo parcial,De 25 a 34 años,5,2018,1544.38
Jornada a tiempo parcial,De 25 a 34 años,5,2017,1467.19
Jornada a tiempo parcial,De 25 a 34 años,5,2016,1525.74
Jornada a tiempo parcial,De 25 a 34 años,5,2015,1516.57
Jornada a tiempo parcial,De 25 a 34 años,5,2014,1493.62
Jornada a tiempo parcial,De 25 a 34 años,5,2013,1522.01
Jornada a tiempo parcial,De 25 a 34 años,5,2012,1472.21
Jornada a tiempo parcial,De 25 a 34 años,5,2011,1480.12
Jornada a tiempo parcial,De 25 a 34 años,5,2010,1484.71
Jornada a tiempo parcial,De 25 a 34 años,5,2009,1417.24
Jornada a tiempo parcial,De 25 a 34 años,5,2008,1397.26
Jornada a tiempo parcial,De 25 a 34 años,5,2007,1331.59
Jornada a tiempo parcial,De 25 a 34 años,5,2006,1279.03
Jornada a tiempo parcial,De 25 a 34 años,6,2023,2019.23
Jornada a tiempo parcial,De 25 a 34 años,6,2022,1890.11
Jornada a tiempo parcial,De 25 a 34 años,6,2021,1837.28
Jornada a tiempo parcial,De 25 a 34 años,6,2020,1864.43
Jornada a tiempo parcial,De 25 a 34 años,6,2019,1807.0
Jornada a tiempo parcial,De 25 a 34 años,6,2018,1775.39
Jornada a tiempo parcial,De 25 a 34 años,6,2017,1665.8
Jornada a tiempo parcial,De 25 a 34 años,6,2016,1725.37
Jornada a tiempo parcial,De 25 a 34 años,6,2015,1663.51
Jornada a tiempo parcial,De 25 a 34 años,6,2014,1682.1
Jornada a tiempo parcial,De 25 a 34 años,6,2013,1762.17
Jornada a tiempo parcial,De 25 a 34 años,6,2012,1665.9
Jornada a tiempo parcial,De 25 a 34 años,6,2011,1678.33
Jornada a tiempo parcial,De 25 a 34 años,6,2010,1666.25
Jornada a tiempo parcial,De 25 a 34 años,6,2009,1614.36
Jornada a tiempo parcial,De 25 a 34 años,6,2008,1555.02
Jornada a tiempo parcial,De 25 a 34 años,6,2007,1474.62
Jornada a tiempo parcial,De 25 a 34 años,6,2006,1427.61
Jornada a tiempo parcial,De 25 a 34 años,7,2023,2316.54
Jornada a tiempo parcial,De 25 a 34 años,7,2022,2216.97
Jornada a tiempo parcial,De 25 a 34 años,7,2021,2104.74
Jornada a tiempo parcial,De 25 a 34 años,7,2020,2110.59
Jornada a tiempo parcial,De 25 a 34 años,7,2019,2030.64
Jornada a tiempo parcial,De 25 a 34 años,7,2018,1957.06
Jornada a tiempo parcial,De 25 a 34 años,7,2017,1972.4
Jornada a tiempo parcial,De 25 a 34 años,7,2016,2019.82
Jornada a tiempo parcial,De 25 a 34 años,7,2015,1942.37
Jornada a tiempo parcial,De 25 a 34 años,7,2014,1911.69
Jornada a tiempo parcial,De 25 a 34 años,7,2013,1935.5
Jornada a tiempo parcial,De 25 a 34 años,7,2012,1908.83
Jornada a tiempo parcial,De 25 a 34 años,7,2011,1933.34
Jornada a tiempo parcial,De 25 a 34 años,7,2010,1961.5
Jornada a tiempo parcial,De 25 a 34 años,7,2009,1831.07
Jornada a tiempo parcial,De 25 a 34 años,7,2008,1842.32
Jornada a tiempo parcial,De 25 a 34 años,7,2007,1753.34
Jornada a tiempo parcial,De 25 a 34 años,7,2006,1692.66
Jornada a tiempo parcial,De 25 a 34 años,8,2023,2838.09
Jornada a tiempo parcial,De 25 a 34 años,8,2022,2521.41
Jornada a tiempo parcial,De 25 a 34 años,8,2021,2515.03
Jornada a tiempo parcial,De 25 a 34 años,8,2020,2596.32
Jornada a tiempo parcial,De 25 a 34 años,8,2019,2513.62
Jornada a tiempo parcial,De 25 a 34 años,8,2018,2465.6
Jornada a tiempo parcial,De 25 a 34 años,8,2017,2325.88
Jornada a tiempo parcial,De 25 a 34 años,8,2016,2266.1
Jornada a tiempo parcial,De 25 a 34 años,8,2015,2285.44
Jornada a tiempo parcial,De 25 a 34 años,8,2014,2251.69
Jornada a tiempo parcial,De 25 a 34 años,8,2013,2412.35
Jornada a tiempo parcial,De 25 a 34 años,8,2012,2299.61
Jornada a tiempo parcial,De 25 a 34 años,8,2011,2206.93
Jornada a tiempo parcial,De 25 a 34 años,8,2010,2265.29
Jornada a tiempo parcial,De 25 a 34 años,8,2009,2197.04
Jornada a tiempo parcial,De 25 a 34 años,8,2008,2151.47
Jornada a tiempo parcial,De 25 a 34 años,8,2007,2146.41
Jornada a tiempo parcial,De 25 a 34 años,8,2006,1992.26
Jornada a tiempo parcial,De 25 a 34 años,9,2023,3190.56
Jornada a tiempo parcial,De 25 a 34 años,9,2022,3285.16
Jornada a tiempo parcial,De 25 a 34 años,9,2021,2870.13
Jornada a tiempo parcial,De 25 a 34 años,9,2020,3076.15
Jornada a tiempo parcial,De 25 a 34 años,9,2019,2821.88
Jornada a tiempo parcial,De 25 a 34 años,9,2018,2724.85
Jornada a tiempo parcial,De 25 a 34 años,9,2017,2884.02
Jornada a tiempo parcial,De 25 a 34 años,9,2016,2800.17
Jornada a tiempo parcial,De 25 a 34 años,9,2015,2666.08
Jornada a tiempo parcial,De 25 a 34 años,9,2014,2983.48
Jornada a tiempo parcial,De 25 a 34 años,9,2013,2770.11
Jornada a tiempo parcial,De 25 a 34 años,9,2012,2670.32
Jornada a tiempo parcial,De 25 a 34 años,9,2011,2624.79
Jornada a tiempo parcial,De 25 a 34 años,9,2010,2891.3
Jornada a tiempo parcial,De 25 a 34 años,9,2009,2743.19
Jornada a tiempo parcial,De 25 a 34 años,9,2008,2685.01
Jornada a tiempo parcial,De 25 a 34 años,9,2007,2510.47
Jornada a tiempo parcial,De 25 a 34 años,9,2006,2433.72
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2023,1021.48
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2022,1002.72
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2021,910.41
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2020,898.74
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2019,883.7
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2018,836.02
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2017,815.71
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2016,812.82
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2015,778.03
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2014,773.45
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2013,781.38
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2012,720.87
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2011,757.08
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2010,752.12
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2009,759.26
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2008,751.32
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2007,732.8
Jornada a tiempo parcial,De 35 a 44 años,Total decil,2006,661.66
Jornada a tiempo parcial,De 35 a 44 años,1,2023,642.96
Jornada a tiempo parcial,De 35 a 44 años,1,2022,622.95
Jornada a tiempo parcial,De 35 a 44 años,1,2021,571.88
Jornada a tiempo parcial,De 35 a 44 años,1,2020,527.33
Jornada a tiempo parcial,De 35 a 44 años,1,2019,524.38
Jornada a tiempo parcial,De 35 a 44 años,1,2018,449.19
Jornada a tiempo parcial,De 35 a 44 años,1,2017,469.53
Jornada a tiempo parcial,De 35 a 44 años,1,2016,432.79
Jornada a tiempo parcial,De 35 a 44 años,1,2015,410.17
Jornada a tiempo parcial,De 35 a 44 años,1,2014,402.57
Jornada a tiempo parcial,De 35 a 44 años,1,2013,410.07
Jornada a tiempo parcial,De 35 a 44 años,1,2012,409.48
Jornada a tiempo parcial,De 35 a 44 años,1,2011,459.69
Jornada a tiempo parcial,De 35 a 44 años,1,2010,463.14
Jornada a tiempo parcial,De 35 a 44 años,1,2009,491.24
Jornada a tiempo parcial,De 35 a 44 años,1,2008,475.27
Jornada a tiempo parcial,De 35 a 44 años,1,2007,489.91
Jornada a tiempo parcial,De 35 a 44 años,1,2006,452.69
Jornada a tiempo parcial,De 35 a 44 años,2,2023,1146.58
Jornada a tiempo parcial,De 35 a 44 años,2,2022,1079.73
Jornada a tiempo parcial,De 35 a 44 años,2,2021,991.57
Jornada a tiempo parcial,De 35 a 44 años,2,2020,957.38
Jornada a tiempo parcial,De 35 a 44 años,2,2019,946.05
Jornada a tiempo parcial,De 35 a 44 años,2,2018,877.31
Jornada a tiempo parcial,De 35 a 44 años,2,2017,834.25
Jornada a tiempo parcial,De 35 a 44 años,2,2016,830.45
Jornada a tiempo parcial,De 35 a 44 años,2,2015,802.47
Jornada a tiempo parcial,De 35 a 44 años,2,2014,793.02
Jornada a tiempo parcial,De 35 a 44 años,2,2013,794.53
Jornada a tiempo parcial,De 35 a 44 años,2,2012,799.79
Jornada a tiempo parcial,De 35 a 44 años,2,2011,834.59
Jornada a tiempo parcial,De 35 a 44 años,2,2010,844.35
Jornada a tiempo parcial,De 35 a 44 años,2,2009,834.16
Jornada a tiempo parcial,De 35 a 44 años,2,2008,861.95
Jornada a tiempo parcial,De 35 a 44 años,2,2007,812.21
Jornada a tiempo parcial,De 35 a 44 años,2,2006,776.48
Jornada a tiempo parcial,De 35 a 44 años,3,2023,1424.86
Jornada a tiempo parcial,De 35 a 44 años,3,2022,1336.91
Jornada a tiempo parcial,De 35 a 44 años,3,2021,1263.66
Jornada a tiempo parcial,De 35 a 44 años,3,2020,1231.03
Jornada a tiempo parcial,De 35 a 44 años,3,2019,1223.04
Jornada a tiempo parcial,De 35 a 44 años,3,2018,1139.12
Jornada a tiempo parcial,De 35 a 44 años,3,2017,1116.6
Jornada a tiempo parcial,De 35 a 44 años,3,2016,1108.38
Jornada a tiempo parcial,De 35 a 44 años,3,2015,1105.97
Jornada a tiempo parcial,De 35 a 44 años,3,2014,1094.45
Jornada a tiempo parcial,De 35 a 44 años,3,2013,1073.45
Jornada a tiempo parcial,De 35 a 44 años,3,2012,1125.97
Jornada a tiempo parcial,De 35 a 44 años,3,2011,1125.78
Jornada a tiempo parcial,De 35 a 44 años,3,2010,1136.07
Jornada a tiempo parcial,De 35 a 44 años,3,2009,1120.98
Jornada a tiempo parcial,De 35 a 44 años,3,2008,1108.17
Jornada a tiempo parcial,De 35 a 44 años,3,2007,1026.63
Jornada a tiempo parcial,De 35 a 44 años,3,2006,989.71
Jornada a tiempo parcial,De 35 a 44 años,4,2023,1627.07
Jornada a tiempo parcial,De 35 a 44 años,4,2022,1520.69
Jornada a tiempo parcial,De 35 a 44 años,4,2021,1436.85
Jornada a tiempo parcial,De 35 a 44 años,4,2020,1419.72
Jornada a tiempo parcial,De 35 a 44 años,4,2019,1398.09
Jornada a tiempo parcial,De 35 a 44 años,4,2018,1350.33
Jornada a tiempo parcial,De 35 a 44 años,4,2017,1327.63
Jornada a tiempo parcial,De 35 a 44 años,4,2016,1328.47
Jornada a tiempo parcial,De 35 a 44 años,4,2015,1290.61
Jornada a tiempo parcial,De 35 a 44 años,4,2014,1318.56
Jornada a tiempo parcial,De 35 a 44 años,4,2013,1305.95
Jornada a tiempo parcial,De 35 a 44 años,4,2012,1288.39
Jornada a tiempo parcial,De 35 a 44 años,4,2011,1282.7
Jornada a tiempo parcial,De 35 a 44 años,4,2010,1305.07
Jornada a tiempo parcial,De 35 a 44 años,4,2009,1286.02
Jornada a tiempo parcial,De 35 a 44 años,4,2008,1239.73
Jornada a tiempo parcial,De 35 a 44 años,4,2007,1201.14
Jornada a tiempo parcial,De 35 a 44 años,4,2006,1137.38
Jornada a tiempo parcial,De 35 a 44 años,5,2023,1804.8
Jornada a tiempo parcial,De 35 a 44 años,5,2022,1703.71
Jornada a tiempo parcial,De 35 a 44 años,5,2021,1636.0
Jornada a tiempo parcial,De 35 a 44 años,5,2020,1589.36
Jornada a tiempo parcial,De 35 a 44 años,5,2019,1604.5
Jornada a tiempo parcial,De 35 a 44 años,5,2018,1564.43
Jornada a tiempo parcial,De 35 a 44 años,5,2017,1498.02
Jornada a tiempo parcial,De 35 a 44 años,5,2016,1503.31
Jornada a tiempo parcial,De 35 a 44 años,5,2015,1514.29
Jornada a tiempo parcial,De 35 a 44 años,5,2014,1477.06
Jornada a tiempo parcial,De 35 a 44 años,5,2013,1520.34
Jornada a tiempo parcial,De 35 a 44 años,5,2012,1483.97
Jornada a tiempo parcial,De 35 a 44 años,5,2011,1519.34
Jornada a tiempo parcial,De 35 a 44 años,5,2010,1487.9
Jornada a tiempo parcial,De 35 a 44 años,5,2009,1434.64
Jornada a tiempo parcial,De 35 a 44 años,5,2008,1389.62
Jornada a tiempo parcial,De 35 a 44 años,5,2007,1342.44
Jornada a tiempo parcial,De 35 a 44 años,5,2006,1288.78
Jornada a tiempo parcial,De 35 a 44 años,6,2023,2038.97
Jornada a tiempo parcial,De 35 a 44 años,6,2022,1896.2
Jornada a tiempo parcial,De 35 a 44 años,6,2021,1849.73
Jornada a tiempo parcial,De 35 a 44 años,6,2020,1801.23
Jornada a tiempo parcial,De 35 a 44 años,6,2019,1792.48
Jornada a tiempo parcial,De 35 a 44 años,6,2018,1722.64
Jornada a tiempo parcial,De 35 a 44 años,6,2017,1684.39
Jornada a tiempo parcial,De 35 a 44 años,6,2016,1692.97
Jornada a tiempo parcial,De 35 a 44 años,6,2015,1720.6
Jornada a tiempo parcial,De 35 a 44 años,6,2014,1715.36
Jornada a tiempo parcial,De 35 a 44 años,6,2013,1686.52
Jornada a tiempo parcial,De 35 a 44 años,6,2012,1705.72
Jornada a tiempo parcial,De 35 a 44 años,6,2011,1682.59
Jornada a tiempo parcial,De 35 a 44 años,6,2010,1640.53
Jornada a tiempo parcial,De 35 a 44 años,6,2009,1616.58
Jornada a tiempo parcial,De 35 a 44 años,6,2008,1582.22
Jornada a tiempo parcial,De 35 a 44 años,6,2007,1489.47
Jornada a tiempo parcial,De 35 a 44 años,6,2006,1443.77
Jornada a tiempo parcial,De 35 a 44 años,7,2023,2349.1
Jornada a tiempo parcial,De 35 a 44 años,7,2022,2149.95
Jornada a tiempo parcial,De 35 a 44 años,7,2021,2067.44
Jornada a tiempo parcial,De 35 a 44 años,7,2020,2141.12
Jornada a tiempo parcial,De 35 a 44 años,7,2019,2074.07
Jornada a tiempo parcial,De 35 a 44 años,7,2018,2029.23
Jornada a tiempo parcial,De 35 a 44 años,7,2017,2015.76
Jornada a tiempo parcial,De 35 a 44 años,7,2016,1948.83
Jornada a tiempo parcial,De 35 a 44 años,7,2015,1917.99
Jornada a tiempo parcial,De 35 a 44 años,7,2014,1942.5
Jornada a tiempo parcial,De 35 a 44 años,7,2013,1945.66
Jornada a tiempo parcial,De 35 a 44 años,7,2012,1955.35
Jornada a tiempo parcial,De 35 a 44 años,7,2011,1921.51
Jornada a tiempo parcial,De 35 a 44 años,7,2010,1887.16
Jornada a tiempo parcial,De 35 a 44 años,7,2009,1837.39
Jornada a tiempo parcial,De 35 a 44 años,7,2008,1823.12
Jornada a tiempo parcial,De 35 a 44 años,7,2007,1672.63
Jornada a tiempo parcial,De 35 a 44 años,7,2006,1555.6
Jornada a tiempo parcial,De 35 a 44 años,8,2023,2846.62
Jornada a tiempo parcial,De 35 a 44 años,8,2022,2530.67
Jornada a tiempo parcial,De 35 a 44 años,8,2021,2514.88
Jornada a tiempo parcial,De 35 a 44 años,8,2020,2492.4
Jornada a tiempo parcial,De 35 a 44 años,8,2019,2441.98
Jornada a tiempo parcial,De 35 a 44 años,8,2018,2458.86
Jornada a tiempo parcial,De 35 a 44 años,8,2017,2392.88
Jornada a tiempo parcial,De 35 a 44 años,8,2016,2363.49
Jornada a tiempo parcial,De 35 a 44 años,8,2015,2277.43
Jornada a tiempo parcial,De 35 a 44 años,8,2014,2309.42
Jornada a tiempo parcial,De 35 a 44 años,8,2013,2369.66
Jornada a tiempo parcial,De 35 a 44 años,8,2012,2290.89
Jornada a tiempo parcial,De 35 a 44 años,8,2011,2248.64
Jornada a tiempo parcial,De 35 a 44 años,8,2010,2273.32
Jornada a tiempo parcial,De 35 a 44 años,8,2009,2213.85
Jornada a tiempo parcial,De 35 a 44 años,8,2008,2185.97
Jornada a tiempo parcial,De 35 a 44 años,8,2007,2036.09
Jornada a tiempo parcial,De 35 a 44 años,8,2006,1914.17
Jornada a tiempo parcial,De 35 a 44 años,9,2023,3142.52
Jornada a tiempo parcial,De 35 a 44 años,9,2022,3046.68
Jornada a tiempo parcial,De 35 a 44 años,9,2021,2884.61
Jornada a tiempo parcial,De 35 a 44 años,9,2020,3101.57
Jornada a tiempo parcial,De 35 a 44 años,9,2019,2848.17
Jornada a tiempo parcial,De 35 a 44 años,9,2018,2778.81
Jornada a tiempo parcial,De 35 a 44 años,9,2017,2948.42
Jornada a tiempo parcial,De 35 a 44 años,9,2016,2782.89
Jornada a tiempo parcial,De 35 a 44 años,9,2015,3020.64
Jornada a tiempo parcial,De 35 a 44 años,9,2014,2946.24
Jornada a tiempo parcial,De 35 a 44 años,9,2013,2735.41
Jornada a tiempo parcial,De 35 a 44 años,9,2012,2669.82
Jornada a tiempo parcial,De 35 a 44 años,9,2011,2540.06
Jornada a tiempo parcial,De 35 a 44 años,9,2010,2926.5
Jornada a tiempo parcial,De 35 a 44 años,9,2009,2875.52
Jornada a tiempo parcial,De 35 a 44 años,9,2008,2738.75
Jornada a tiempo parcial,De 35 a 44 años,9,2007,2549.55
Jornada a tiempo parcial,De 35 a 44 años,9,2006,2388.32
Jornada a tiempo parcial,De 35 a 44 años,10,2022,4104.9
Jornada a tiempo parcial,De 35 a 44 años,10,2015,3487.48
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2023,942.15
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2022,891.79
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2021,843.23
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2020,798.65
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2019,781.77
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2018,736.78
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2017,716.97
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2016,696.9
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2015,662.11
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2014,652.61
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2013,659.27
Jornada a tiempo parcial,De 45 a 54 años,Total decil,2012,627.08
